p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
KANK3	8.39623309263765e-167	0.29463461773384	0.284	0.007	1.61896166492239e-162	4	KANK3
DEPP1	4.38466762829278e-166	1.66433413607944	0.724	0.114	8.45451612087414e-162	4	DEPP1
ACVRL1	3.53063365771951e-165	0.605783581904819	0.523	0.048	6.80776781881476e-161	4	ACVRL1
ITM2A	5.53841746200125e-165	1.07231355109078	0.765	0.133	1.06791765502308e-160	4	ITM2A
SPRY1	8.24849640332388e-164	1.56996775820148	0.737	0.129	1.59047507648891e-159	4	SPRY1
TIMP3	4.80537943337286e-162	1.29133974445198	0.844	0.164	9.26573262342954e-158	4	TIMP3
PDLIM1	5.4357845579233e-162	1.40358159815221	0.868	0.213	1.04812797845877e-157	4	PDLIM1
ITGA6	1.90301988668869e-161	0.703098669794087	0.506	0.045	3.66940294551314e-157	4	ITGA6
TMEM88	9.21300100555994e-161	0.323108612684642	0.305	0.01	1.77645085389207e-156	4	TMEM88
SCARF1	2.42633933365867e-158	0.385040773034616	0.444	0.033	4.67846750316065e-154	4	SCARF1
THBD	4.01642222027917e-157	0.639577092214393	0.523	0.051	7.74446532514229e-153	4	THBD
EDNRB	4.81177412041443e-157	0.669020198669614	0.329	0.014	9.27806285898311e-153	4	EDNRB
TNFAIP1	1.68711656328128e-156	0.404000309979469	0.428	0.03	3.25309815731897e-152	4	TNFAIP1
KIAA1211L	3.42830035610915e-154	0.348733932502019	0.329	0.015	6.61044874664966e-150	4	KIAA1211L
CAV2	1.73519981338936e-150	0.755664939541479	0.687	0.106	3.34581228017736e-146	4	CAV2
TNFRSF1A	1.92881917549479e-150	0.905492236785588	0.733	0.135	3.71914913418906e-146	4	TNFRSF1A
SOCS2	2.0420820345162e-150	0.766736556193374	0.609	0.08	3.93754257895414e-146	4	SOCS2
PDGFB	2.67928992451642e-149	0.359363090434334	0.263	0.007	5.16620683245257e-145	4	PDGFB
HEG1	3.74689794354565e-149	0.700260154341695	0.543	0.061	7.22476861474472e-145	4	HEG1
COL4A2	1.49524054527799e-147	0.907666620025161	0.547	0.061	2.88312281940502e-143	4	COL4A2
ITPRIP	1.62622672545303e-147	0.518319608516743	0.424	0.033	3.13569037201853e-143	4	ITPRIP
WWTR1	2.2489979084663e-145	0.679171661650993	0.568	0.071	4.33651776710472e-141	4	WWTR1
SASH1	3.33499827578454e-145	0.518493860235565	0.473	0.045	6.43054367536775e-141	4	SASH1
CDA	4.67898807412792e-145	0.354431953616657	0.321	0.015	9.02202480453345e-141	4	CDA
AIF1L	4.22949995281112e-144	0.273388659749218	0.259	0.008	8.1553218090104e-140	4	AIF1L
GFOD2	4.47004164771441e-144	0.307790125083926	0.333	0.017	8.61913430512293e-140	4	GFOD2
IFITM3	1.05703756255713e-143	1.32680098670679	0.959	0.342	2.03817982812267e-139	4	IFITM3
S100A16	4.31215493652599e-143	0.808212587796885	0.733	0.136	8.31469714860942e-139	4	S100A16
SLC35G2	1.10272493079097e-142	0.25854870649858	0.276	0.01	2.12627421155114e-138	4	SLC35G2
CCDC85B	5.81314402765002e-140	0.793650197319297	0.712	0.133	1.12089043141148e-135	4	CCDC85B
GAS2L1	2.95090713370712e-138	0.4034924379523	0.395	0.03	5.68993913521406e-134	4	GAS2L1
DLL4	1.37931684602476e-135	0.332930248968815	0.267	0.01	2.65959874250495e-131	4	DLL4
LHFPL6	1.66635782803439e-135	0.475035199036283	0.56	0.067	3.21307116401591e-131	4	LHFPL6
MCF2L	2.61015886219263e-134	0.385292020865836	0.374	0.027	5.03290831807984e-130	4	MCF2L
MGP	1.05733169525218e-132	0.432659660582062	0.831	0.179	2.03874697478524e-128	4	MGP
RAB11A	5.83609475923185e-132	0.714744368358622	0.737	0.149	1.12531579147508e-127	4	RAB11A
HLA-E1	2.24389565924437e-129	1.29491827677612	1	0.786	4.326679610155e-125	4	HLA-E
C1orf115	6.89095536555126e-128	0.304303686644293	0.321	0.019	1.32871401358559e-123	4	C1orf115
APOLD1	8.35661892994021e-128	0.808894517871086	0.387	0.032	1.61132326207107e-123	4	APOLD1
IPO11	1.58663550778983e-127	0.304962723123248	0.321	0.019	3.05935058612035e-123	4	IPO11
IGFBP4	2.99367722464838e-127	0.869797451578642	0.733	0.152	5.77240842456701e-123	4	IGFBP4
HES1	9.33236412818551e-127	1.21853710350692	0.634	0.112	1.79946645119673e-122	4	HES1
ID1	1.4426737497771e-125	1.12130981152954	0.638	0.111	2.7817635243202e-121	4	ID1
PLEKHG1	3.75638371960864e-125	0.362019928153527	0.379	0.031	7.24305908814939e-121	4	PLEKHG1
TMCC3	6.30268210613922e-125	0.341713101505189	0.296	0.016	1.21528316370576e-120	4	TMCC3
ENTPD1	1.27126732114828e-124	0.560391433385809	0.514	0.066	2.45125764863811e-120	4	ENTPD1
SULF2	4.32899112555068e-124	0.293177384513907	0.284	0.014	8.34716068828682e-120	4	SULF2
FAM198B	2.50260560297629e-123	0.357232774459656	0.346	0.025	4.82552412365888e-119	4	FAM198B
FAM43A	8.85523353681872e-120	0.346972111948352	0.296	0.017	1.70746613056938e-115	4	FAM43A
PTPRM	1.35506393694028e-119	0.395542321981005	0.412	0.041	2.61283428320825e-115	4	PTPRM
CD36	1.6310938756438e-119	0.641867334176752	0.342	0.026	3.14507521101638e-115	4	CD36
ELK3	1.98258578506845e-119	0.587087679182886	0.584	0.093	3.82282191076898e-115	4	ELK3
LEPR	2.32505940550514e-119	0.345346620324675	0.346	0.026	4.48317954569501e-115	4	LEPR
CD99	2.91420988736472e-119	0.965392206284838	0.823	0.241	5.61917950481665e-115	4	CD99
THSD7A	5.02412379166066e-118	0.297058874702147	0.251	0.011	9.68751549508009e-114	4	THSD7A
BST21	7.60010167494958e-118	0.858972274798796	0.815	0.221	1.46545160496378e-113	4	BST2
FRY	1.11816803720861e-117	0.463075671086019	0.449	0.052	2.15605160934563e-113	4	FRY
ARRDC2	1.24541156484952e-117	0.711530131561599	0.564	0.09	2.40140257934284e-113	4	ARRDC2
SYNPO	6.58313537195615e-117	0.369322130946659	0.358	0.03	1.26936016242058e-112	4	SYNPO
STOM	2.3665482484368e-116	0.920613792804766	0.84	0.252	4.56317833263583e-112	4	STOM
ADAM15	3.6378722460953e-116	0.690057161507601	0.642	0.124	7.01454526492096e-112	4	ADAM15
RAPGEF3	1.38760192346088e-114	0.267678807745311	0.28	0.016	2.67557402881727e-110	4	RAPGEF3
GSN	5.22170657633422e-111	1.46516966956258	0.951	0.494	1.00684946204877e-106	4	GSN
FXYD6	1.35982161734515e-108	0.410729310325288	0.358	0.033	2.62200804256491e-104	4	FXYD6
TACC1	2.81252616265638e-108	0.874200488225682	0.782	0.222	5.42311294683403e-104	4	TACC1
MYC	4.29350308506171e-107	0.77701909889511	0.539	0.09	8.27873264861598e-103	4	MYC
ITM2B1	4.69502256275153e-107	1.24052717242602	0.996	0.817	9.0529425054975e-103	4	ITM2B
PREX2	1.25237517216687e-106	0.337289408068955	0.272	0.017	2.41482980697216e-102	4	PREX2
HLA-B1	2.21207073374358e-106	1.08248301795341	1	0.981	4.26531478880438e-102	4	HLA-B
ANGPT2	3.26684301739688e-106	0.473013138848339	0.292	0.021	6.29912670614466e-102	4	ANGPT2
MOB2	8.62039577949974e-105	0.399394329160859	0.494	0.071	1.66218471420314e-100	4	MOB2
MTUS11	1.84955905488775e-103	0.719880405133548	0.663	0.148	3.56631976963456e-99	4	MTUS1
CTGF	1.68593508382058e-102	1.19759375854638	0.704	0.165	3.25082002862284e-98	4	CTGF
TNS2	8.89584682561699e-102	0.427670888141177	0.473	0.068	1.71529718491547e-97	4	TNS2
SLC9A3R2	1.11174581083253e-101	1.11329458194953	0.531	0.098	2.14366827244727e-97	4	SLC9A3R2
HLA-C1	9.10952909187053e-101	1.04192059918997	0.996	0.884	1.75649939949448e-96	4	HLA-C
CX3CL1	3.24505888424874e-100	0.292402891122927	0.255	0.016	6.25712254060842e-96	4	CX3CL1
ECE1	1.28516768755548e-99	0.447780607800953	0.424	0.055	2.47806033514449e-95	4	ECE1
ADGRG1	1.3287742924944e-99	0.389959540806733	0.428	0.055	2.5621425907877e-95	4	ADGRG1
COX7A1	3.17141716945632e-99	0.396146898413287	0.44	0.057	6.11512658614569e-95	4	COX7A1
SOCS3	7.65078753491542e-99	1.35634076556025	0.683	0.184	1.47522485248239e-94	4	SOCS3
VIM2	1.39033068647729e-98	1.25550885772701	1	0.828	2.6808356296655e-94	4	VIM
LAYN	5.67073428151074e-98	0.256355989915047	0.284	0.021	1.0934309841609e-93	4	LAYN
ENPP2	4.43866516837711e-97	0.657167919919752	0.337	0.034	8.55863417766475e-93	4	ENPP2
RDX	1.30071872825326e-96	0.764668032853512	0.663	0.167	2.50804585181793e-92	4	RDX
RFLNB	1.43633777584653e-96	0.313039187839625	0.284	0.022	2.76954649938728e-92	4	RFLNB
MKL2	1.90348916785223e-96	0.49488969615427	0.432	0.06	3.67030781345267e-92	4	MKL2
PPFIBP1	3.31426272012488e-94	0.359382130618643	0.387	0.047	6.39056137694479e-90	4	PPFIBP1
SPTBN1	1.0416669367264e-93	0.857005118833023	0.724	0.205	2.00854218739584e-89	4	SPTBN1
BMPR2	2.59304792595717e-93	0.584529614787749	0.531	0.099	4.99991501083061e-89	4	BMPR2
MCAM	3.52107579872408e-93	0.612269012468972	0.288	0.024	6.78933835509977e-89	4	MCAM
MT2A1	1.51240149267862e-92	1.76976484986885	0.951	0.598	2.91621255818291e-88	4	MT2A
PCDH1	1.54548916305242e-92	0.272788680897582	0.28	0.023	2.98001220419768e-88	4	PCDH1
TCN2	1.06082196053809e-91	0.385132082475376	0.407	0.055	2.04547690430955e-87	4	TCN2
MT1A	1.23139744793784e-91	0.376921648596112	0.251	0.017	2.37438055911374e-87	4	MT1A
HLA-A	6.30793623622871e-91	0.809145856757962	1	0.977	1.21629626506962e-86	4	HLA-A
RPGR	1.27924727148512e-90	0.415798170775723	0.37	0.045	2.46664458887762e-86	4	RPGR
SH3BP51	1.31181112198256e-90	0.648584835411167	0.597	0.136	2.52943420540677e-86	4	SH3BP5
TPM4	5.17009483848571e-90	0.793804197646711	0.807	0.276	9.96897686756815e-86	4	TPM4
ADIRF	8.98375989734129e-90	1.04296942094837	0.683	0.188	1.73224858340535e-85	4	ADIRF
LRRC1	1.23744134862637e-89	0.292252558531158	0.267	0.021	2.38603440842137e-85	4	LRRC1
CCDC50	2.14598471041762e-89	0.464526158698793	0.469	0.078	4.13788771862725e-85	4	CCDC50
CHSY1	2.64807038651627e-89	0.353949352499552	0.399	0.054	5.10600931928066e-85	4	CHSY1
SWAP701	1.12805776408335e-88	0.5629451235554	0.597	0.133	2.17512098070552e-84	4	SWAP70
FAM241A	1.49901626275649e-88	0.284232985627816	0.317	0.032	2.89040315784707e-84	4	FAM241A
NDRG1	1.57233387128331e-88	0.632690993121872	0.605	0.137	3.03177417060848e-84	4	NDRG1
MATN2	1.88097091118109e-88	0.304550484184921	0.337	0.037	3.62688811093937e-84	4	MATN2
SHROOM4	9.06001405053405e-88	0.326613646364049	0.3	0.029	1.74695190922398e-83	4	SHROOM4
IFITM2	1.45008170780102e-87	0.806843192302786	0.835	0.323	2.79604754898193e-83	4	IFITM2
TMEM109	1.5064874201211e-87	0.47796626571801	0.547	0.108	2.9048090434775e-83	4	TMEM109
PRKCH	7.27220481670794e-87	0.462063786125449	0.535	0.102	1.40222653275762e-82	4	PRKCH
VWA1	1.52273308464649e-86	0.630372602977171	0.432	0.068	2.93613393381535e-82	4	VWA1
APOL3	1.90605347281873e-86	0.369999807385241	0.313	0.033	3.67525230628907e-82	4	APOL3
C1orf54	3.78055933384337e-86	0.327782731815017	0.313	0.033	7.28967450751678e-82	4	C1orf54
INSR	9.06054688891575e-86	0.832549676933034	0.523	0.108	1.74705465112074e-81	4	INSR
NPR1	1.58972650341061e-85	0.25843374960126	0.272	0.023	3.06531064387634e-81	4	NPR1
GAPDH	1.74079436256761e-85	1.05592284387727	0.971	0.755	3.35659968990287e-81	4	GAPDH
HAPLN3	3.02815509650528e-85	0.286484952842869	0.251	0.019	5.83888865708148e-81	4	HAPLN3
TGFBR3	1.84415293521706e-84	0.38621817773751	0.313	0.034	3.55589568968554e-80	4	TGFBR3
DOCK9	1.07111750798506e-83	0.56674443906323	0.51	0.101	2.06532877889679e-79	4	DOCK9
UACA	1.68446941067968e-83	0.499529056386698	0.42	0.064	3.24799391767255e-79	4	UACA
LRRC8A	1.76917604475617e-83	0.382564850107954	0.37	0.05	3.41132524949884e-79	4	LRRC8A
NECTIN2	4.63997294021116e-83	0.541399833803049	0.584	0.134	8.94679582331515e-79	4	NECTIN2
CDC37	1.69175842895633e-82	0.687339148612483	0.778	0.267	3.2620486027136e-78	4	CDC37
IL3RA	7.1115721008562e-82	0.321073573935956	0.329	0.039	1.37125333248709e-77	4	IL3RA
LUZP1	7.50362002686479e-82	0.431200100039119	0.453	0.078	1.44684801358007e-77	4	LUZP1
VAMP3	1.49295985642916e-81	0.439862354804113	0.51	0.101	2.8787251951667e-77	4	VAMP3
RPL15	1.93094441887628e-81	0.830112509031107	0.996	0.937	3.72324702847724e-77	4	RPL15
MAP3K11	1.97840509975024e-81	0.353961233177939	0.424	0.067	3.81476071333841e-77	4	MAP3K11
RPL3	3.29012847907685e-81	1.02991505526148	1	0.971	6.34402573335598e-77	4	RPL3
COL18A1	3.82186703143634e-81	0.448141627944641	0.44	0.072	7.36932401001554e-77	4	COL18A1
GGT5	6.15754135983114e-81	0.359629686010426	0.346	0.044	1.18729712500264e-76	4	GGT5
MIER2	7.49350163516347e-81	0.275260345197709	0.296	0.031	1.44489698529222e-76	4	MIER2
LDHA	3.0276197924385e-80	0.873361661472077	0.84	0.385	5.83785648377991e-76	4	LDHA
HEY1	1.14642434450906e-79	0.410830527731039	0.263	0.024	2.21053542108238e-75	4	HEY1
TUBB6	1.57872724071236e-79	0.465597561352934	0.412	0.067	3.04410186554158e-75	4	TUBB6
MT1E	8.12791873515877e-79	1.19050008471725	0.593	0.153	1.56722529051331e-74	4	MT1E
ZFYVE21	1.68996680267511e-78	0.445744032741079	0.494	0.099	3.25859398891814e-74	4	ZFYVE21
PXN	1.72756724207228e-78	0.470108594082612	0.477	0.091	3.33109515616377e-74	4	PXN
MAP1LC3B	7.19734095064936e-78	0.681808957475015	0.691	0.217	1.38779128210421e-73	4	MAP1LC3B
CYB5R3	8.23906581721797e-78	0.601114514391997	0.667	0.195	1.58865667087597e-73	4	CYB5R3
GUK1	2.79110187340967e-77	0.748024312492836	0.827	0.355	5.38180263230853e-73	4	GUK1
RGCC	2.96248012470026e-77	1.1124837322131	0.667	0.208	5.71225417644704e-73	4	RGCC
NEDD9	3.24430071594136e-77	0.629028381921282	0.654	0.185	6.25566064047813e-73	4	NEDD9
PPM1F	6.73473842794177e-77	0.252525056868168	0.267	0.026	1.29859226367573e-72	4	PPM1F
ACTG1	8.06997211662044e-77	0.911211976364737	0.996	0.879	1.55605202352675e-72	4	ACTG1
PXDC1	1.37566601650005e-76	0.379394759119343	0.391	0.061	2.6525592130154e-72	4	PXDC1
KIAA0355	1.96021401386764e-76	0.504352844745972	0.465	0.088	3.77968466153959e-72	4	KIAA0355
FLI1	3.41312570869699e-76	0.335414243268351	0.42	0.069	6.58118899150953e-72	4	FLI1
SNX3	1.31415314334579e-75	0.738631572055181	0.802	0.344	2.53395009099934e-71	4	SNX3
SNHG7	7.29781706073684e-75	0.601880895831985	0.572	0.142	1.40716508565128e-70	4	SNHG7
PLAT1	9.40276708122777e-75	0.623887007218161	0.42	0.074	1.81304154860234e-70	4	PLAT
TPD52L1	5.86227336207181e-74	0.430990287314293	0.35	0.051	1.13036354967469e-69	4	TPD52L1
TRIB2	1.07049949944332e-73	0.27043535628944	0.309	0.038	2.0641371348266e-69	4	TRIB2
MYL12A	3.32883058691202e-73	0.787488091638043	0.951	0.638	6.41865113768375e-69	4	MYL12A
SERPINB6	3.42431770809675e-73	0.606997008578433	0.65	0.192	6.60276940475215e-69	4	SERPINB6
CNRIP1	5.59659562894572e-73	0.273399504854009	0.317	0.04	1.07913556917331e-68	4	CNRIP1
MEF2C	1.23606573460377e-72	0.351154529902633	0.444	0.081	2.38338194946298e-68	4	MEF2C
CLIC4	1.52201732079973e-72	0.464883295230976	0.51	0.113	2.93475379796604e-68	4	CLIC4
PEA15	2.73451384943134e-72	0.45303526823442	0.477	0.1	5.27268960447351e-68	4	PEA15
IGFBP3	3.42656916507618e-72	0.869181398394139	0.272	0.029	6.60711066409988e-68	4	IGFBP3
PINK1	3.44179495549234e-72	0.398024313592308	0.391	0.066	6.63646903318032e-68	4	PINK1
PRMT1	7.85343883590574e-72	0.504289832726781	0.576	0.148	1.51430007633934e-67	4	PRMT1
CAPZA2	1.75815871094998e-71	0.622202645876586	0.687	0.226	3.39008162645375e-67	4	CAPZA2
UBC	1.77689094693379e-71	0.819493876324928	1	0.965	3.42620112387773e-67	4	UBC
BTF3	2.31343776307943e-71	0.7173682293656	0.959	0.636	4.46077069476975e-67	4	BTF3
RCN1	6.68361232026825e-71	0.429323591205044	0.506	0.111	1.28873412759412e-66	4	RCN1
MANSC1	8.29960566290538e-71	0.26717692567706	0.321	0.043	1.60032996392142e-66	4	MANSC1
ARL2	8.30039516940741e-71	0.444510872254495	0.531	0.124	1.60048219656514e-66	4	ARL2
RALA	9.87816713627347e-71	0.36176424765374	0.387	0.065	1.90470818721625e-66	4	RALA
PARVB	1.05246878234717e-70	0.329428265048588	0.403	0.069	2.02937030612181e-66	4	PARVB
BCR	1.22336042870661e-70	0.335680107509968	0.346	0.051	2.35888357863209e-66	4	BCR
SERPINE1	1.89599766328571e-70	0.453007189980324	0.284	0.033	3.65586269434751e-66	4	SERPINE1
PTPRG	2.50712100464448e-70	0.315796393613668	0.337	0.048	4.83423072115549e-66	4	PTPRG
NRP1	3.3088553629307e-70	0.425423352203344	0.49	0.106	6.38013491080297e-66	4	NRP1
DDIT41	3.37725047220162e-70	1.0916356250943	0.835	0.381	6.51201436049917e-66	4	DDIT4
CNKSR3	3.73885704741845e-70	0.37288836861381	0.296	0.037	7.20926415883225e-66	4	CNKSR3
TSC22D1	1.08484940737151e-69	1.18877510195108	0.774	0.317	2.09180662729374e-65	4	TSC22D1
FLOT1	1.79866845302697e-68	0.526078074996604	0.65	0.198	3.46819251112661e-64	4	FLOT1
PTMA1	8.71851889200085e-68	0.643972051102946	0.996	0.977	1.6811048127556e-63	4	PTMA
TMEM47	1.03853023465278e-67	0.261154317850029	0.276	0.032	2.00249399845748e-63	4	TMEM47
EPHB4	1.19382460079329e-67	0.267932132635836	0.276	0.033	2.30193259524962e-63	4	EPHB4
AP1S2	1.5063586377952e-67	0.451841138183759	0.494	0.11	2.9045607253967e-63	4	AP1S2
CPNE2	1.41418855471975e-66	0.296758437717668	0.337	0.051	2.72683837121063e-62	4	CPNE2
KLF7	1.78167446306876e-66	0.363098642684348	0.399	0.073	3.43542469968919e-62	4	KLF7
RHOA1	3.01999658888397e-66	0.634777039951727	0.864	0.421	5.82315742268606e-62	4	RHOA
MGAT4A	3.61108788869328e-66	0.376462558461856	0.453	0.092	6.96289966697838e-62	4	MGAT4A
ZEB1	4.76944806993074e-66	0.327027269911634	0.342	0.052	9.19644976844045e-62	4	ZEB1
TEAD2	8.73931058819584e-66	0.265422319386579	0.309	0.043	1.68511386761592e-61	4	TEAD2
BCAR1	1.98382706455826e-65	0.27793017893145	0.3	0.041	3.82521534588125e-61	4	BCAR1
LPAR6	2.05588547028466e-65	0.355660352164905	0.358	0.059	3.96415836380287e-61	4	LPAR6
B2M1	2.83661299034833e-65	0.794385157598557	1	0.996	5.46955716798965e-61	4	B2M
GFOD1	3.52489057005386e-65	0.33160364368412	0.342	0.054	6.79669399717784e-61	4	GFOD1
YBX11	4.79277473494919e-65	0.698461723837766	0.967	0.67	9.24142824392903e-61	4	YBX1
SEPT10	5.1634663252614e-65	0.346371076320976	0.387	0.071	9.95619576836904e-61	4	SEPT10
RALB	1.31664108214789e-64	0.362533362195967	0.424	0.084	2.53874733459756e-60	4	RALB
DBN1	1.51986970252672e-64	0.252663892756919	0.276	0.034	2.93061276041203e-60	4	DBN1
CAVIN3	4.24114502033701e-64	0.366660641294162	0.354	0.059	8.17777582821383e-60	4	CAVIN3
MAPK3	4.76674923799231e-64	0.318537224978802	0.403	0.076	9.19124588069677e-60	4	MAPK3
CD151	6.24862627982399e-64	0.534913517691763	0.683	0.226	1.20486011927566e-59	4	CD151
MMP2	8.30213756786768e-64	0.289769433345124	0.379	0.062	1.60081816583625e-59	4	MMP2
TMSB101	1.21577311141321e-63	0.689769273535576	1	0.973	2.34425371342694e-59	4	TMSB10
TPST21	1.39858134848595e-63	0.38084000289197	0.444	0.093	2.69674455615061e-59	4	TPST2
IFNGR1	2.51514697893935e-62	0.709212480371773	0.691	0.254	4.84970640479085e-58	4	IFNGR1
CDC42EP4	3.15471674871039e-62	0.37177639031644	0.37	0.067	6.08292483486338e-58	4	CDC42EP4
TSPAN4	3.46809544813826e-62	0.528381017498767	0.605	0.188	6.6871816431002e-58	4	TSPAN4
MSRB3	4.84912977925522e-62	0.255131591693223	0.288	0.039	9.35009204035992e-58	4	MSRB3
GINM1	1.13267070379369e-61	0.350003042336185	0.469	0.107	2.184015651055e-57	4	GINM1
CSRNP1	8.60773299620676e-61	0.466544448565733	0.465	0.109	1.65974307632859e-56	4	CSRNP1
PDK41	1.6721413721189e-60	0.61723628391518	0.601	0.172	3.22422299371966e-56	4	PDK4
MGST2	6.18579664261027e-60	0.406100185664026	0.465	0.111	1.19274530862811e-55	4	MGST2
BRK1	8.82885185327416e-60	0.480722908498611	0.65	0.219	1.70237921434832e-55	4	BRK1
PITPNC1	1.06943919018859e-59	0.307684142359011	0.354	0.062	2.06209264652163e-55	4	PITPNC1
ANXA21	2.27963519035691e-59	0.744727358581036	0.918	0.638	4.3955925740462e-55	4	ANXA2
MYL12B	4.30281960569066e-59	0.639352950617798	0.918	0.604	8.29669676369273e-55	4	MYL12B
TRIM47	5.15402094278861e-59	0.281458553343329	0.325	0.054	9.937983181885e-55	4	TRIM47
RAB131	6.9702104516878e-59	0.496014499298314	0.667	0.231	1.34399597929444e-54	4	RAB13
IFI16	8.37975736567078e-59	0.610617429637224	0.675	0.245	1.61578481524864e-54	4	IFI16
RGL2	2.80564791692738e-58	0.336671679232263	0.412	0.087	5.40985031341938e-54	4	RGL2
TAGLN21	3.87257868337494e-58	0.778045998138976	0.877	0.601	7.46710621728356e-54	4	TAGLN2
FBLN2	4.62747458397031e-58	0.336719812851198	0.267	0.035	8.92269649281156e-54	4	FBLN2
YES1	5.68001778858114e-58	0.301830265707437	0.292	0.045	1.09522102999422e-53	4	YES1
EVA1C	5.92418437912405e-58	0.41650952521368	0.436	0.101	1.1423012319827e-53	4	EVA1C
MCTP1	6.20054969816854e-58	0.30454040104947	0.317	0.052	1.19558999280086e-53	4	MCTP1
TNFSF10	8.02810401681169e-58	0.456465664063697	0.498	0.128	1.54797901652163e-53	4	TNFSF10
TGFBR2	1.22110038786754e-57	0.544451681096739	0.617	0.206	2.3545257678862e-53	4	TGFBR2
KDR	1.42665894310579e-57	0.327658097926901	0.272	0.038	2.75088377409659e-53	4	KDR
ABLIM1	7.71616003240416e-57	0.335414243268351	0.366	0.071	1.48782997744817e-52	4	ABLIM1
ATOH8	1.03938134217079e-56	0.448335085220205	0.383	0.079	2.00413510397372e-52	4	ATOH8
SLC44A2	2.46761950708038e-56	0.368258289857048	0.465	0.113	4.75806393355238e-52	4	SLC44A2
YWHAE1	3.76779644425745e-56	0.56086696698221	0.807	0.356	7.26506510381721e-52	4	YWHAE
ABI3	1.26081301928428e-55	0.301482122768819	0.333	0.06	2.43109966378396e-51	4	ABI3
ETS2	1.34550766985467e-55	0.57041115912423	0.572	0.181	2.59440788901378e-51	4	ETS2
SERPINH11	2.15690754821141e-55	0.446257378260432	0.588	0.182	4.15894913446124e-51	4	SERPINH1
KLF41	8.08193789323966e-55	0.570805202624566	0.572	0.18	1.55835926457447e-50	4	KLF4
CLIC2	2.21690418739566e-54	0.279374847508503	0.346	0.065	4.27463465413631e-50	4	CLIC2
TNIP2	3.76056148213293e-54	0.293747484714027	0.354	0.068	7.25111464984872e-50	4	TNIP2
HNRNPA1	4.1326732690707e-54	0.668941583015168	0.947	0.673	7.96862059742213e-50	4	HNRNPA1
SERTAD1	5.12146757136287e-54	0.450000364539266	0.428	0.103	9.87521377110188e-50	4	SERTAD1
ZBTB16	6.38182290061674e-54	0.434700448576858	0.556	0.163	1.23054309169692e-49	4	ZBTB16
ADIPOR2	6.88473113915024e-54	0.29747438043901	0.35	0.068	1.32751385825095e-49	4	ADIPOR2
HTRA1	1.34635687998345e-53	0.421280941206648	0.337	0.064	2.5960453359841e-49	4	HTRA1
PLSCR1	1.94439549974175e-53	0.45712099987729	0.494	0.137	3.74918340260204e-49	4	PLSCR1
YWHAH1	2.34670741673119e-53	0.536598603741569	0.572	0.187	4.52492124094108e-49	4	YWHAH
CMTM8	3.4441598515099e-53	0.262701196671559	0.305	0.052	6.64102902568138e-49	4	CMTM8
AP2M1	5.79579729345776e-53	0.493455271972922	0.613	0.219	1.11754563412452e-48	4	AP2M1
IFI44L	9.98770687690819e-53	0.292129903609476	0.284	0.045	1.92582964000544e-48	4	IFI44L
MAFF	3.17078103744809e-52	0.332217328882883	0.383	0.082	6.1138999964074e-48	4	MAFF
RGS3	1.0394379634753e-51	0.368469930332959	0.292	0.05	2.00424428117306e-47	4	RGS3
STARD3	1.05846385402822e-51	0.319020433492674	0.358	0.074	2.04093000333721e-47	4	STARD3
RHOB1	1.20484680557796e-51	0.87147478995108	0.807	0.411	2.32318561051543e-47	4	RHOB
EIF3L	1.58307670103425e-51	0.543292713983607	0.695	0.284	3.05248849493423e-47	4	EIF3L
ITGB1	2.52308501774013e-51	0.601696104184042	0.77	0.348	4.86501253120653e-47	4	ITGB1
LAMB2	5.63956631123529e-51	0.28623579283786	0.337	0.066	1.08742117613239e-46	4	LAMB2
HPCAL1	7.55402772447133e-51	0.370410247957411	0.461	0.12	1.45656762583256e-46	4	HPCAL1
LAMB1	1.07919677662318e-50	0.313937931127224	0.292	0.049	2.08090722468482e-46	4	LAMB1
