ID	description	GeneRatio	BgRatio	pValue	FDR	qvalue	geneID	size	DB	enrichmentRatio
GO:0045582	GO:0045582	positive regulation of T cell differentiation	22/557	83/17913	5.41240259755543e-15	1.93601161940876e-13	1.43440012948721e-13	NCKAP1L/CD86/CD80/NLRP3/CD83/CD74/PTPRC/TESPA1/PIK3R6/IL7R/IL12RB1/LILRB2/TGFB1/BTN2A2/IL2RA/LILRB4/RUNX3/FOXP3/SYK/CCL19/RASGRP1/ZAP70	22	geneontology_Biological_Process	0.0394973070017953
GO:0002440	GO:0002440	production of molecular mediator of immune response	32/557	191/17913	5.7906248691678e-15	2.05313208080493e-13	1.52117523109717e-13	BTK/SAMHD1/NLRP3/FCER1G/CCR2/CD74/TLR4/PTPRC/FGL2/TNFSF13B/CD28/CD40/IL7R/HLA-DQB1/FCGR2B/TGFB1/HLA-E/B2M/NOD2/CD40LG/FOXP3/TNFRSF1B/IL1B/CD244/SLC11A1/CD22/CD96/ITM2A/FCRL3/TBX21/HMOX1/SEMA7A	32	geneontology_Biological_Process	0.0574506283662478
GO:0042116	GO:0042116	macrophage activation	23/557	96/17913	1.4171777986839e-14	4.98107188024378e-13	3.69049962220202e-13	AIF1/ITGAM/HAVCR2/ITGB2/TYROBP/TLR7/VSIG4/TREM2/TLR8/CD74/TLR4/PTPRC/C1QA/C5AR1/FCGR2B/TLR1/SUCNR1/CTSC/SYK/STAP1/SLC11A1/FPR2/CST7	23	geneontology_Biological_Process	0.0412926391382406
GO:0002286	GO:0002286	T cell activation involved in immune response	22/557	88/17913	2.05224936940875e-14	7.15102754409497e-13	5.2982299963411e-13	HAVCR2/CD86/CD80/SPN/HLA-DMB/NLRP3/LCP1/PTGER4/FGL2/CD1C/GPR183/ITGAL/FCGR2B/IL12RB1/APBB1IP/FOXP3/SLC11A1/CCL19/SLAMF6/TBX21/EOMES/IRF4	22	geneontology_Biological_Process	0.0394973070017953
GO:0071222	GO:0071222	cellular response to lipopolysaccharide	30/557	176/17913	2.57780745784235e-14	8.9055536278622e-13	6.59816663748221e-13	LY86/MRC1/HAVCR2/HCK/NLRP3/PTPN22/TLR4/CASP1/IRF8/MEF2C/PTAFR/SIRPA/CCR5/CD40/CD180/CX3CR1/CD14/CARD16/LILRB2/TGFB1/NOD2/CCL2/TNFRSF1B/IL1B/STAP1/ABCA1/CD6/TNFAIP3/CXCL10/CCL5	30	geneontology_Biological_Process	0.0538599640933573
GO:0002824	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	22/557	89/17913	2.64818295629546e-14	9.07114873673411e-13	6.72085683377394e-13	BTK/CD4/CD80/NLRP3/FCER1G/CCR2/PTPRC/P2RX7/TNFSF13B/CD28/CD40/IL12RB1/TGFB1/CD274/HLA-E/B2M/FOXP3/LTA/IL1B/SLC11A1/CCL19/TBX21	22	geneontology_Biological_Process	0.0394973070017953
GO:0050854	GO:0050854	regulation of antigen receptor-mediated signaling pathway	19/557	63/17913	2.91370473338883e-14	9.89680212803164e-13	7.33258732108909e-13	LPXN/PTPN22/PTPRC/NFAM1/TESPA1/CD300A/FCGR2B/PRKCB/BTN2A2/LILRB4/CCR7/TRAT1/STAP1/CD22/LCK/GBP1/PTPRJ/PLCL2/FCRL3	19	geneontology_Biological_Process	0.0341113105924596
GO:0042089	GO:0042089	cytokine biosynthetic process	25/557	120/17913	3.23772766230016e-14	1.0905746009181e-12	8.08011859582803e-13	CD4/CYBB/CD86/CD80/SPN/TYROBP/TLR7/CCR2/TLR8/TLR4/PTPRC/PTAFR/CD28/CX3CR1/INPP5D/TLR1/EBI3/FOXP3/LTB/IL1B/SYK/CD3E/CARD9/HMOX1/IRF4	25	geneontology_Biological_Process	0.0448833034111311
GO:0046634	GO:0046634	regulation of alpha-beta T cell activation	22/557	90/17913	3.4047434470646e-14	1.13735314157315e-12	8.42670300730648e-13	NCKAP1L/CD86/CD80/NLRP3/CD83/CCR2/PTPRC/CD28/CD300A/IL12RB1/CD274/HLA-E/RUNX3/EBI3/FOXP3/RASAL3/SYK/CD3E/CCL19/TBX21/ZAP70/IRF4	22	geneontology_Biological_Process	0.0394973070017953
GO:1903557	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	21/557	81/17913	3.67001808834511e-14	1.21591910763041e-12	9.00880195111462e-13	HAVCR2/CYBB/CD86/SPN/TYROBP/FCER1G/CCR2/TLR4/PTPRC/PTAFR/CD14/HLA-E/TLR1/NOD2/JAK2/CD2/LILRA5/CCL19/CARD9/RASGRP1/PTPRJ	21	geneontology_Biological_Process	0.0377019748653501
GO:0050777	GO:0050777	negative regulation of immune response	27/557	143/17913	3.88799585724402e-14	1.2776649800797e-12	9.46628002897666e-13	HAVCR2/SAMHD1/VSIG4/CD84/CCR2/PTPRC/SAMSN1/CD300A/IL7R/FCGR2B/TGFB1/HLA-E/CR1/INPP5D/IL2RA/IFI16/FOXP3/SERPING1/CD96/CTLA4/NLRC3/SERPINB9/TNFAIP3/TBX21/HMOX1/NLRC5/PDCD1	27	geneontology_Biological_Process	0.0484739676840215
GO:0042107	GO:0042107	cytokine metabolic process	25/557	121/17913	3.96412857979043e-14	1.2921780418962e-12	9.57380798769422e-13	CD4/CYBB/CD86/CD80/SPN/TYROBP/TLR7/CCR2/TLR8/TLR4/PTPRC/PTAFR/CD28/CX3CR1/INPP5D/TLR1/EBI3/FOXP3/LTB/IL1B/SYK/CD3E/CARD9/HMOX1/IRF4	25	geneontology_Biological_Process	0.0448833034111311
GO:0001910	GO:0001910	regulation of leukocyte mediated cytotoxicity	19/557	64/17913	4.02570487112169e-14	1.30175192712591e-12	9.64474135439259e-13	ITGAM/HAVCR2/TYROBP/PTPRC/PIK3R6/P2RX7/IL7R/VAV1/FCGR2B/IL12RB1/HLA-E/B2M/CRTAM/SH2D1A/STAP1/SLAMF6/SERPINB9/NCR3/RASGRP1	19	geneontology_Biological_Process	0.0341113105924596
GO:0032651	GO:0032651	regulation of interleukin-1 beta production	21/557	82/17913	4.79249601308802e-14	1.53740229245252e-12	1.1390686012728e-12	CD33/TYROBP/NLRP3/TREM2/TLR8/TLR4/CASP1/P2RX7/SIRPA/ACP5/CX3CR1/CARD16/NOD2/JAK2/CCR7/IFI16/NLRP1/LILRA5/CCL19/TNFAIP3/AIM2	21	geneontology_Biological_Process	0.0377019748653501
GO:0002821	GO:0002821	positive regulation of adaptive immune response	22/557	94/17913	8.98668062370968e-14	2.8601703213413e-12	2.11911366551629e-12	BTK/CD4/CD80/NLRP3/FCER1G/CCR2/PTPRC/P2RX7/TNFSF13B/CD28/CD40/IL12RB1/TGFB1/CD274/HLA-E/B2M/FOXP3/LTA/IL1B/SLC11A1/CCL19/TBX21	22	geneontology_Biological_Process	0.0394973070017953
GO:0070098	GO:0070098	chemokine-mediated signaling pathway	17/557	51/17913	1.03433991114918e-13	3.26625150067578e-12	2.41998112435808e-12	TREM2/CCR2/CCR5/CCR1/CMKLR1/CX3CR1/CCR4/CCRL2/CCR8/CCR7/CXCR6/CXCR4/PTK2B/CXCR3/CXCL10/CXCL11/CCL5	17	geneontology_Biological_Process	0.0305206463195691
GO:0002688	GO:0002688	regulation of leukocyte chemotaxis	23/557	105/17913	1.11922034759755e-13	3.50689042247233e-12	2.59827163518159e-12	AIF1/NCKAP1L/C3AR1/CCR2/CD74/RAC2/CCR1/CMKLR1/CSF1/C5AR1/MPP1/CCR7/CCL2/STAP1/GPSM3/PLA2G7/CCL19/FPR2/PTK2B/CXCL10/BST1/CCL5/CXCL13	23	geneontology_Biological_Process	0.0412926391382406
GO:0032652	GO:0032652	regulation of interleukin-1 production	22/557	96/17913	1.43168346612216e-13	4.45143428466598e-12	3.29808863248384e-12	CD33/HAVCR2/TYROBP/NLRP3/TREM2/TLR8/TLR4/CASP1/P2RX7/SIRPA/ACP5/CX3CR1/CARD16/NOD2/JAK2/CCR7/IFI16/NLRP1/LILRA5/CCL19/TNFAIP3/AIM2	22	geneontology_Biological_Process	0.0394973070017953
GO:0032675	GO:0032675	regulation of interleukin-6 production	26/557	139/17913	1.46234300776408e-13	4.51205376899419e-12	3.34300189400466e-12	AIF1/NCKAP1L/HAVCR2/TYROBP/TREM2/FCER1G/TLR8/PTPN22/TLR4/PTAFR/P2RX7/SIRPA/CD200R1/LILRB2/INPP5D/TLR1/MYD88/NOD2/FOXP3/SLAMF1/IL1B/LILRA5/NLRC3/CARD9/TNFAIP3/BANK1	26	geneontology_Biological_Process	0.0466786355475763
GO:1990868	GO:1990868	response to chemokine	18/557	60/17913	1.54866944813771e-13	4.70655782659594e-12	3.48711086660211e-12	TREM2/CCR2/DOCK8/CCR5/CCR1/CMKLR1/CX3CR1/CCR4/CCRL2/CCR8/CCR7/CXCR6/CXCR4/PTK2B/CXCR3/CXCL10/CXCL11/CCL5	18	geneontology_Biological_Process	0.0323159784560144
GO:1990869	GO:1990869	cellular response to chemokine	18/557	60/17913	1.54866944813771e-13	4.70655782659594e-12	3.48711086660211e-12	TREM2/CCR2/DOCK8/CCR5/CCR1/CMKLR1/CX3CR1/CCR4/CCRL2/CCR8/CCR7/CXCR6/CXCR4/PTK2B/CXCR3/CXCL10/CXCL11/CCL5	18	geneontology_Biological_Process	0.0323159784560144
GO:0002507	GO:0002507	tolerance induction	13/557	26/17913	1.58884459413251e-13	4.79261929065942e-12	3.55087421076748e-12	HAVCR2/ICOS/CCR4/LILRB2/TGFB1/CD274/HLA-E/IL2RA/FOXP3/CD3E/TNFAIP3/PDCD1/IDO1	13	geneontology_Biological_Process	0.0233393177737881
GO:0072676	GO:0072676	lymphocyte migration	21/557	87/17913	1.71410507703399e-13	5.13215757138622e-12	3.80243972254324e-12	AIF1/SPN/CCR2/PIK3CG/DOCK8/CD200R1/GPR183/STK10/MYO1G/ITGA4/PIK3CD/CCR7/CCL2/PTK2B/CXCR3/CXCL10/TBX21/ZAP70/CXCL11/CCL5/CXCL13	21	geneontology_Biological_Process	0.0377019748653501
GO:0001909	GO:0001909	leukocyte mediated cytotoxicity	22/557	97/17913	1.79871129630414e-13	5.34587577916274e-12	3.96078454952421e-12	ITGAM/HAVCR2/TYROBP/PTPRC/PIK3R6/P2RX7/IL7R/VAV1/FCGR2B/IL12RB1/HLA-E/B2M/CRTAM/CTSC/SH2D1A/STAP1/SLAMF6/SERPINB9/NCR3/RASGRP1/SLAMF7/PRF1	22	geneontology_Biological_Process	0.0394973070017953
GO:0032760	GO:0032760	positive regulation of tumor necrosis factor production	20/557	78/17913	1.88390234564133e-13	5.54687358328131e-12	4.1097047695084e-12	HAVCR2/CYBB/SPN/TYROBP/FCER1G/CCR2/TLR4/PTPRC/PTAFR/CD14/HLA-E/TLR1/NOD2/JAK2/CD2/LILRA5/CCL19/CARD9/RASGRP1/PTPRJ	20	geneontology_Biological_Process	0.0359066427289048
GO:0032633	GO:0032633	interleukin-4 production	14/557	32/17913	1.8937866266522e-13	5.54687358328131e-12	4.1097047695084e-12	HAVCR2/CD86/NLRP3/CD83/FCER1G/CD28/CLECL1/HLA-E/CD40LG/FOXP3/ITK/SYK/CD3E/IRF4	14	geneontology_Biological_Process	0.0251346499102334
GO:0046635	GO:0046635	positive regulation of alpha-beta T cell activation	18/557	61/17913	2.13434861142625e-13	6.16545593080406e-12	4.56801534496668e-12	NCKAP1L/CD86/CD80/NLRP3/CD83/CCR2/PTPRC/CD28/IL12RB1/HLA-E/RUNX3/EBI3/FOXP3/RASAL3/SYK/CD3E/CCL19/ZAP70	18	geneontology_Biological_Process	0.0323159784560144
GO:0006968	GO:0006968	cellular defense response	17/557	53/17913	2.13548696267335e-13	6.16545593080406e-12	4.56801534496668e-12	MNDA/CD300C/NCF2/SPN/TYROBP/CCR2/CLEC5A/CCR5/CX3CR1/C5AR1/LILRB2/ITK/SH2D1A/TRAT1/PTK2B/PRF1/CXCL9	17	geneontology_Biological_Process	0.0305206463195691
GO:0002218	GO:0002218	activation of innate immune response	39/557	319/17913	2.66287563047462e-13	7.63357680736057e-12	5.6557530188132e-12	MNDA/BTK/NLRC4/ITGAM/CD300LF/HAVCR2/HCK/ITGB2/TLR7/FCER1G/TLR8/CLEC10A/PTPN22/TLR4/CLEC7A/COLEC12/PIK3AP1/MARCO/FCN1/CD300A/CD14/CTSS/TLR1/MYD88/NOD2/IFI16/CTSB/FYN/SYK/CD209/PYHIN1/CARD9/PSMB9/TNFAIP3/TLR10/AIM2/FCRL3/BIRC3/IRF4	39	geneontology_Biological_Process	0.0700179533213645
GO:0032663	GO:0032663	regulation of interleukin-2 production	17/557	54/17913	3.02797555987277e-13	8.6190684598632e-12	6.38590842686289e-12	HAVCR2/CD4/CD86/CD80/VSIG4/CD83/CCR2/PTPRC/CD28/FOXP3/IL1B/CD3E/GBP1/CARD9/TNFAIP3/TBX21/IRF4	17	geneontology_Biological_Process	0.0305206463195691
GO:0097530	GO:0097530	granulocyte migration	22/557	100/17913	3.50458683136056e-13	9.90597200864293e-12	7.33938132883386e-12	NCKAP1L/C3AR1/ITGB2/CD74/PIK3CG/PTGER4/CCL13/RAC2/CD300A/CMKLR1/VAV1/CSF1/C5AR1/MPP1/PIK3CD/MCOLN2/PREX1/CCR7/SYK/CCL19/BST1/CCL5	22	geneontology_Biological_Process	0.0394973070017953
GO:0031295	GO:0031295	T cell costimulation	17/557	55/17913	4.25790023415532e-13	1.1951689407261e-11	8.85506298696774e-12	CD86/CD80/TNFSF13B/CD28/PDCD1LG2/VAV1/ICOS/CD274/CCR7/CD40LG/GRAP2/FYN/CD3E/LCK/CCL19/CTLA4/PDCD1	17	geneontology_Biological_Process	0.0305206463195691
GO:0002708	GO:0002708	positive regulation of lymphocyte mediated immunity	21/557	91/17913	4.44947173210316e-13	1.23183320144938e-11	9.12671022194194e-12	BTK/NLRP3/FCER1G/PTPRC/P2RX7/CD28/CD40/VAV1/IL12RB1/TGFB1/HLA-E/B2M/CRTAM/FOXP3/LTA/SH2D1A/IL1B/SLAMF6/NCR3/RASGRP1/TBX21	21	geneontology_Biological_Process	0.0377019748653501
GO:0060333	GO:0060333	interferon-gamma-mediated signaling pathway	21/557	91/17913	4.44947173210316e-13	1.23183320144938e-11	9.12671022194194e-12	HCK/HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/IRF8/PTAFR/TRIM22/CIITA/HLA-DQB1/CD44/HLA-E/HLA-DQB2/B2M/IRF5/JAK2/GBP2/GBP1/NLRC5/IRF4	21	geneontology_Biological_Process	0.0377019748653501
GO:0031341	GO:0031341	regulation of cell killing	20/557	82/17913	5.2605524429352e-13	1.44647299145198e-11	1.07169865378809e-11	ITGAM/HAVCR2/TYROBP/PTPRC/PIK3R6/P2RX7/IL7R/VAV1/FCGR2B/IL12RB1/HLA-E/B2M/CRTAM/SH2D1A/STAP1/SLAMF6/SERPINB9/NCR3/RASGRP1/PRF1	20	geneontology_Biological_Process	0.0359066427289048
GO:0032653	GO:0032653	regulation of interleukin-10 production	16/557	48/17913	5.54347893849385e-13	1.5139690452292e-11	1.1217067980096e-11	TYROBP/TREM2/CD83/FCER1G/TLR4/CD28/PDCD1LG2/FCGR2B/CD274/NOD2/CD40LG/FOXP3/LILRA5/TIGIT/IRF4/IDO1	16	geneontology_Biological_Process	0.0287253141831239
GO:0031294	GO:0031294	lymphocyte costimulation	17/557	56/17913	5.93996035086991e-13	1.61136374081988e-11	1.19386698680501e-11	CD86/CD80/TNFSF13B/CD28/PDCD1LG2/VAV1/ICOS/CD274/CCR7/CD40LG/GRAP2/FYN/CD3E/LCK/CCL19/CTLA4/PDCD1	17	geneontology_Biological_Process	0.0305206463195691
GO:0032635	GO:0032635	interleukin-6 production	26/557	149/17913	7.95949440361671e-13	2.14481842529458e-11	1.58910607566944e-11	AIF1/NCKAP1L/HAVCR2/TYROBP/TREM2/FCER1G/TLR8/PTPN22/TLR4/PTAFR/P2RX7/SIRPA/CD200R1/LILRB2/INPP5D/TLR1/MYD88/NOD2/FOXP3/SLAMF1/IL1B/LILRA5/NLRC3/CARD9/TNFAIP3/BANK1	26	geneontology_Biological_Process	0.0466786355475763
GO:0002700	GO:0002700	regulation of production of molecular mediator of immune response	25/557	138/17913	9.19300061780091e-13	2.46080188722856e-11	1.82321971123343e-11	BTK/NLRP3/FCER1G/CCR2/CD74/TLR4/PTPRC/CD28/CD40/FCGR2B/TGFB1/HLA-E/B2M/NOD2/CD40LG/FOXP3/TNFRSF1B/IL1B/CD244/CD22/CD96/FCRL3/TBX21/HMOX1/SEMA7A	25	geneontology_Biological_Process	0.0448833034111311
GO:0002577	GO:0002577	regulation of antigen processing and presentation	11/557	19/17913	1.43775855188798e-12	3.82330267548106e-11	2.83270296407292e-11	TREM2/CD74/HLA-DOA/FGL2/WAS/FCGR2B/LILRB2/NOD2/CCR7/SLC11A1/CCL19	11	geneontology_Biological_Process	0.0197486535008977
GO:0072678	GO:0072678	T cell migration	17/557	59/17913	1.54256322380821e-12	4.07518990237438e-11	3.01932739713407e-11	AIF1/SPN/CCR2/PIK3CG/DOCK8/CD200R1/GPR183/MYO1G/ITGA4/PIK3CD/CCL2/CXCR3/CXCL10/ZAP70/CXCL11/CCL5/CXCL13	17	geneontology_Biological_Process	0.0305206463195691
GO:0006959	GO:0006959	humoral immune response	35/557	276/17913	1.58414875684749e-12	4.15787615271269e-11	3.08059002954963e-11	C3AR1/RNASE6/VSIG4/TREM2/CD83/CCR2/PTPRC/C1QB/CCL13/C1QC/C1QA/FCN1/MEF2C/CD28/GPR183/HLA-DQB1/C5AR1/LYZ/FCGR2B/HLA-E/CR1/CCR7/EBI3/CCL2/LTA/SERPING1/SH2D1A/IL1B/SLC11A1/C1R/BST1/C1S/PDCD1/MS4A1/CXCL13	35	geneontology_Biological_Process	0.0628366247755835
GO:0032613	GO:0032613	interleukin-10 production	16/557	51/17913	1.61778615780218e-12	4.1917254165618e-11	3.10566910860135e-11	TYROBP/TREM2/CD83/FCER1G/TLR4/CD28/PDCD1LG2/FCGR2B/CD274/NOD2/CD40LG/FOXP3/LILRA5/TIGIT/IRF4/IDO1	16	geneontology_Biological_Process	0.0287253141831239
GO:0050702	GO:0050702	interleukin-1 beta secretion	16/557	51/17913	1.61778615780218e-12	4.1917254165618e-11	3.10566910860135e-11	NLRC4/NLRP3/TLR8/TLR4/CASP1/P2RX7/CARD16/NOD2/CCR7/NLRP1/LILRA5/ABCA1/CCL19/TNFAIP3/AIM2/GBP5	16	geneontology_Biological_Process	0.0287253141831239
GO:0002456	GO:0002456	T cell mediated immunity	20/557	88/17913	2.18916811820713e-12	5.63606212343516e-11	4.17578497908097e-11	NLRP3/CCR2/PTPRC/WAS/P2RX7/IL7R/MYO1G/FCGR2B/IL12RB1/HLA-E/BTN3A3/B2M/CTSC/FOXP3/TNFRSF1B/IL1B/BTN3A2/SLC11A1/TBX21/PRF1	20	geneontology_Biological_Process	0.0359066427289048
GO:0046632	GO:0046632	alpha-beta T cell differentiation	21/557	99/17913	2.5765116558698e-12	6.59130386900363e-11	4.88352808857401e-11	NCKAP1L/CD86/CD80/SPN/NLRP3/CD83/PTGER4/GPR183/IL12RB1/FUT7/RUNX3/FOXP3/SYK/CCL19/SLAMF6/BCL11B/TBX21/ZAP70/EOMES/IRF4/PLA2G2D	21	geneontology_Biological_Process	0.0377019748653501
GO:0002690	GO:0002690	positive regulation of leukocyte chemotaxis	19/557	81/17913	4.27471112166622e-12	1.08669071407389e-10	8.05134269522701e-11	AIF1/NCKAP1L/C3AR1/CCR2/CD74/RAC2/CCR1/CMKLR1/CSF1/C5AR1/CCR7/GPSM3/PLA2G7/CCL19/FPR2/PTK2B/CXCL10/CCL5/CXCL13	19	geneontology_Biological_Process	0.0341113105924596
GO:0050714	GO:0050714	positive regulation of protein secretion	33/557	256/17913	4.42434660430545e-12	1.11770056091266e-10	8.28109611134803e-11	CD33/AIF1/CSF1R/HAVCR2/NLRP3/FGR/TREM2/TLR8/PTPN22/CLEC5A/TLR4/CASP1/PTGER4/FCN1/P2RX7/CD14/TGFB1/CD274/HLA-E/TLR1/CRTAM/NOD2/JAK2/CD2/NLRP1/IL1B/SYK/LILRA5/CD244/CCL19/OSM/RASGRP1/AIM2	33	geneontology_Biological_Process	0.059245960502693
GO:0043368	GO:0043368	positive T cell selection	13/557	32/17913	4.4703879509352e-12	1.12231727314783e-10	8.31530154979447e-11	SPN/DOCK2/CD74/PTPRC/IL12RB1/FOXP3/THEMIS/CD3D/SLAMF6/BCL11B/TBX21/ZAP70/IRF4	13	geneontology_Biological_Process	0.0233393177737881
GO:2000106	GO:2000106	regulation of leukocyte apoptotic process	19/557	82/17913	5.40525813230239e-12	1.34864526980039e-10	9.99217633944139e-11	BTK/FCER1G/CD74/DOCK8/MEF2C/P2RX7/CCR5/IL7R/CD274/HCLS1/PIK3CD/GIMAP8/NOD2/CCR7/CD3G/CCL19/PDCD1/CCL5/IDO1	19	geneontology_Biological_Process	0.0341113105924596
GO:0002793	GO:0002793	positive regulation of peptide secretion	34/557	275/17913	6.82695581654801e-12	1.69291750984583e-10	1.25429055848105e-10	CD33/AIF1/CSF1R/HAVCR2/NLRP3/FGR/TREM2/TLR8/PTPN22/CLEC5A/TLR4/CASP1/PTGER4/FCN1/P2RX7/CD14/TGFB1/CD274/HLA-E/TLR1/CRTAM/NOD2/JAK2/CD2/RAB8B/NLRP1/IL1B/SYK/LILRA5/CD244/CCL19/OSM/RASGRP1/AIM2	34	geneontology_Biological_Process	0.0610412926391382
GO:0001912	GO:0001912	positive regulation of leukocyte mediated cytotoxicity	14/557	40/17913	7.41160293146334e-12	1.8266889664009e-10	1.35340246084809e-10	ITGAM/TYROBP/PTPRC/P2RX7/VAV1/IL12RB1/HLA-E/B2M/CRTAM/SH2D1A/STAP1/SLAMF6/NCR3/RASGRP1	14	geneontology_Biological_Process	0.0251346499102334
GO:0032673	GO:0032673	regulation of interleukin-4 production	12/557	27/17913	8.25344187568586e-12	2.02184315524377e-10	1.4979931187449e-10	HAVCR2/CD86/NLRP3/CD83/FCER1G/CD28/HLA-E/CD40LG/FOXP3/SYK/CD3E/IRF4	12	geneontology_Biological_Process	0.0215439856373429
GO:0071621	GO:0071621	granulocyte chemotaxis	19/557	84/17913	8.54977231077974e-12	2.08181805302239e-10	1.54242880305443e-10	NCKAP1L/C3AR1/ITGB2/CD74/PIK3CG/CCL13/RAC2/CMKLR1/VAV1/CSF1/C5AR1/MPP1/PIK3CD/PREX1/CCR7/SYK/CCL19/BST1/CCL5	19	geneontology_Biological_Process	0.0341113105924596
GO:0050869	GO:0050869	negative regulation of B cell activation	12/557	28/17913	1.40383740566964e-11	3.39779089444112e-10	2.51743928088882e-10	MNDA/BTK/TYROBP/SAMSN1/CD300A/FCGR2B/INPP5D/FOXP3/CTLA4/TNFAIP3/SLA2/BANK1	12	geneontology_Biological_Process	0.0215439856373429
GO:0031343	GO:0031343	positive regulation of cell killing	15/557	50/17913	1.68005335012303e-11	4.04212835785553e-10	2.99483194304513e-10	ITGAM/TYROBP/PTPRC/P2RX7/VAV1/IL12RB1/HLA-E/B2M/CRTAM/SH2D1A/STAP1/SLAMF6/NCR3/RASGRP1/PRF1	15	geneontology_Biological_Process	0.0269299820466786
GO:0048872	GO:0048872	homeostasis of number of cells	31/557	241/17913	2.11054686958586e-11	5.04782866678465e-10	3.73996003984539e-10	NCKAP1L/SPI1/FCER1G/CCR2/CD74/DOCK10/MEF2C/LIPA/P2RX7/TNFSF13B/IKZF1/GPR183/IL7R/RASSF2/CSF1/MAFB/CCR4/TGFB1/HCLS1/PIK3CD/INPP5D/B2M/IL2RA/JAK2/CCR7/FOXP3/ETS1/SIT1/GPR174/TNFAIP3/HMOX1	31	geneontology_Biological_Process	0.0556552962298025
GO:0070372	GO:0070372	regulation of ERK1 and ERK2 cascade	33/557	271/17913	2.12327124774512e-11	5.04838963728576e-10	3.74037566553243e-10	CSF1R/HAVCR2/CD4/TREM2/CD74/PTPN22/TLR4/PTPRC/GLIPR2/MARCO/SIRPA/GNAI2/SPRED1/CCR1/GPR183/GPNMB/CD44/C5AR1/TGFB1/BTN2A2/NOD2/CCR7/SLAMF1/IL1B/SYK/TIAM1/CCL19/GBP1/FPR2/RASGRP1/PTK2B/APOE/SEMA7A	33	geneontology_Biological_Process	0.059245960502693
GO:0032753	GO:0032753	positive regulation of interleukin-4 production	11/557	23/17913	2.29658529067333e-11	5.42853669292491e-10	4.02202840995114e-10	HAVCR2/CD86/NLRP3/FCER1G/CD28/HLA-E/CD40LG/FOXP3/SYK/CD3E/IRF4	11	geneontology_Biological_Process	0.0197486535008977
GO:0050701	GO:0050701	interleukin-1 secretion	16/557	60/17913	2.60325313644214e-11	6.11764487063902e-10	4.53259190524962e-10	NLRC4/NLRP3/TLR8/TLR4/CASP1/P2RX7/CARD16/NOD2/CCR7/NLRP1/LILRA5/ABCA1/CCL19/TNFAIP3/AIM2/GBP5	16	geneontology_Biological_Process	0.0287253141831239
GO:0070371	GO:0070371	ERK1 and ERK2 cascade	34/557	289/17913	2.73996120451796e-11	6.40168970442866e-10	4.74304206075667e-10	CSF1R/HAVCR2/CD4/TREM2/CD74/PTPN22/TLR4/PTGER4/PTPRC/GLIPR2/MARCO/SIRPA/GNAI2/SPRED1/CCR1/GPR183/GPNMB/CD44/C5AR1/TGFB1/BTN2A2/NOD2/CCR7/SLAMF1/IL1B/SYK/TIAM1/CCL19/GBP1/FPR2/RASGRP1/PTK2B/APOE/SEMA7A	34	geneontology_Biological_Process	0.0610412926391382
GO:0050764	GO:0050764	regulation of phagocytosis	19/557	90/17913	3.12468558936368e-11	7.25860870816552e-10	5.37793738762231e-10	CD300LF/NCKAP1L/HCK/DOCK2/FGR/PTPRC/SIRPA/CD300A/FCGR2B/TGFB1/CCL2/IL1B/SYK/STAP1/SLC11A1/FPR2/PTPRJ/IL15RA/IL2RB	19	geneontology_Biological_Process	0.0341113105924596
GO:0002886	GO:0002886	regulation of myeloid leukocyte mediated immunity	15/557	52/17913	3.15819072957826e-11	7.29451824511734e-10	5.4045429327219e-10	BTK/ITGAM/ITGB2/CD84/FGR/FCER1G/CCR2/PRAM1/RAC2/PTAFR/CD300A/FCGR2B/HLA-E/SYK/HMOX1	15	geneontology_Biological_Process	0.0269299820466786
GO:0050871	GO:0050871	positive regulation of B cell activation	17/557	70/17913	3.18825641547332e-11	7.3221206996268e-10	5.42499372130479e-10	BTK/NCKAP1L/CD74/TLR4/PTPRC/MEF2C/TNFSF13B/CD28/CD40/GPR183/TGFB1/NFATC2/INPP5D/NOD2/SYK/FCRL3/TBX21	17	geneontology_Biological_Process	0.0305206463195691
GO:0032655	GO:0032655	regulation of interleukin-12 production	15/557	53/17913	4.28011144422023e-11	9.77413020199896e-10	7.24169911317666e-10	TLR8/TLR4/IRF8/ACP5/CD40/CMKLR1/IRF5/CCR7/CD40LG/LTB/SLAMF1/LILRA5/CCL19/TIGIT/IDO1	15	geneontology_Biological_Process	0.0269299820466786
GO:0071887	GO:0071887	leukocyte apoptotic process	20/557	103/17913	4.75859556160156e-11	1.08057546404458e-09	8.00603451966673e-10	BTK/FCER1G/CD74/DOCK8/MEF2C/P2RX7/CCR5/IL7R/CD274/HCLS1/PIK3CD/GIMAP8/IL2RA/NOD2/CCR7/CD3G/CCL19/PDCD1/CCL5/IDO1	20	geneontology_Biological_Process	0.0359066427289048
GO:0045076	GO:0045076	regulation of interleukin-2 biosynthetic process	10/557	19/17913	5.60044434492104e-11	1.26463665040061e-09	9.3697525206118e-10	CD4/CD86/CD80/PTPRC/CD28/FOXP3/IL1B/CD3E/CARD9/IRF4	10	geneontology_Biological_Process	0.0179533213644524
