dynamicColors	mergedColors
TEAD4	blue	blue
TEC	turquoise	pink
TECPR1	brown	brown
TECPR2	turquoise	pink
TECR	grey	grey
TECTA	brown	brown
TEDDM1	grey	grey
TEF	red	red
TEK	red	red
TEKT1	black	black
TEKT2	black	black
TEKT3	black	black
TEKT5	grey	grey
TELO2	brown	brown
TENM1	grey	grey
TENM2	grey	grey
TENM3	green	green
TENM4	green	green
TEP1	turquoise	pink
TEPP	grey	grey
TERF1	blue	blue
TERF2	turquoise	pink
TERF2IP	turquoise	pink
TERT	grey	grey
TES	grey	grey
TESC	grey	grey
TESK1	turquoise	pink
TESK2	grey	grey
TESPA1	magenta	magenta
TET1	blue	blue
TET2	turquoise	pink
TET3	turquoise	pink
TEX10	pink	pink
TEX101	grey	grey
TEX11	grey	grey
TEX15	blue	blue
TEX19	grey	grey
TEX2	turquoise	pink
TEX22	brown	brown
TEX261	turquoise	pink
TEX264	grey	grey
TEX29	grey	grey
TEX35	grey	grey
TEX38	grey	grey
TEX9	black	black
TF	grey	grey
TFAM	blue	blue
TFAP2A	grey	grey
TFAP2B	grey	grey
TFAP2C	grey	grey
TFAP2D	grey	grey
TFAP2E	grey	grey
TFAP4	turquoise	pink
TFB1M	grey	grey
TFB2M	turquoise	pink
TFCP2	turquoise	pink
TFCP2L1	grey	grey
TFDP1	blue	blue
TFDP2	pink	pink
TFE3	turquoise	pink
TFEB	grey	grey
TFEC	yellow	magenta
TFF1	grey	grey
TFF2	grey	grey
TFF3	grey	grey
TFG	pink	pink
TFPI	grey	grey
TFPI2	grey	grey
TFR2	grey	grey
TFRC	blue	blue
TG	grey	grey
TGDS	grey	grey
TGFA	grey	grey
TGFB1	yellow	magenta
TGFB1I1	green	green
TGFB2	grey	grey
TGFB3	green	green
TGFBI	yellow	magenta
TGFBR1	turquoise	pink
TGFBR2	red	red
TGFBR3	red	red
TGFBRAP1	turquoise	pink
TGIF1	grey	grey
TGIF2	turquoise	pink
TGM1	grey	grey
TGM2	yellow	magenta
TGM4	grey	grey
TGM5	grey	grey
TGOLN2	turquoise	pink
TGS1	turquoise	pink
TH	grey	grey
THADA	turquoise	pink
THAP1	blue	blue
THAP10	grey	grey
THAP11	turquoise	pink
THAP2	grey	grey
THAP3	grey	grey
THAP4	brown	brown
THAP5	pink	pink
THAP6	turquoise	pink
THAP7	brown	brown
THAP8	grey	grey
THAP9	turquoise	pink
THBD	red	red
THBS1	green	green
THBS3	brown	brown
THEG	grey	grey
THEM4	turquoise	pink
THEM5	grey	grey
THEM6	grey	grey
THEMIS	magenta	magenta
THEMIS2	yellow	magenta
THG1L	turquoise	pink
THNSL1	grey	grey
THNSL2	grey	grey
THOC2	turquoise	pink
THOC5	turquoise	pink
THOC6	brown	brown
THOC7	grey	grey
THOP1	blue	blue
THPO	grey	grey
THRA	turquoise	pink
THRAP3	turquoise	pink
THRB	turquoise	pink
THRSP	grey	grey
THSD4	turquoise	pink
THSD7A	grey	grey
THSD7B	grey	grey
THUMPD1	turquoise	pink
THUMPD2	blue	blue
THUMPD3	turquoise	pink
THYN1	grey	grey
TIA1	brown	brown
TIAF1	brown	brown
TIAL1	blue	blue
TIAM1	yellow	magenta
TIAM2	turquoise	pink
TICAM1	turquoise	pink
TICRR	blue	blue
TIE1	red	red
TIFA	grey	grey
TIFAB	magenta	magenta
TIGD2	turquoise	pink
TIGD3	grey	grey
TIGD4	black	black
TIGD5	grey	grey
TIGD7	turquoise	pink
TIGIT	magenta	magenta
TIMD4	grey	grey
TIMELESS	blue	blue
TIMM10	blue	blue
TIMM10B	turquoise	pink
TIMM13	grey	grey
TIMM17A	blue	blue
TIMM21	grey	grey
TIMM22	blue	blue
TIMM23	blue	blue
TIMM23B	blue	blue
TIMM44	blue	blue
TIMM50	blue	blue
TIMM8A	blue	blue
TIMM8B	blue	blue
TIMMDC1	pink	pink
TIMP1	grey	grey
TIMP2	green	green
TIMP3	green	green
TIMP4	grey	grey
TINAG	grey	grey
TINF2	grey	grey
TIPARP	grey	grey
TIPRL	blue	blue
TIRAP	turquoise	pink
TJAP1	brown	brown
TJP1	turquoise	pink
TJP2	brown	brown
TJP3	grey	grey
TK1	blue	blue
TK2	grey	grey
TKT	grey	grey
TKTL1	grey	grey
TKTL2	grey	grey
TLCD1	grey	grey
TLCD2	turquoise	pink
TLDC2	grey	grey
TLE1	grey	grey
TLE2	grey	grey
TLE3	turquoise	pink
TLE4	grey	grey
TLE6	grey	grey
TLK1	turquoise	pink
TLL1	red	red
TLL2	grey	grey
TLN1	turquoise	pink
TLN2	turquoise	pink
TLR1	yellow	magenta
TLR10	magenta	magenta
TLR3	grey	grey
TLR4	yellow	magenta
TLR5	blue	blue
TLR6	grey	grey
TLR7	yellow	magenta
TLR8	yellow	magenta
TLX1	grey	grey
TLX2	grey	grey
TM2D1	grey	grey
TM2D2	grey	grey
TM2D3	turquoise	pink
TM4SF1	grey	grey
TM4SF18	grey	grey
TM4SF20	grey	grey
TM4SF4	grey	grey
TM4SF5	grey	grey
TM7SF2	grey	grey
TM7SF3	grey	grey
TM9SF2	turquoise	pink
TM9SF3	turquoise	pink
TM9SF4	turquoise	pink
TMA16	blue	blue
TMBIM1	grey	grey
TMBIM4	grey	grey
TMBIM6	turquoise	pink
TMC1	grey	grey
TMC2	grey	grey
TMC4	grey	grey
TMC5	grey	grey
TMC6	brown	brown
TMC8	magenta	magenta
TMCC1	pink	pink
TMCC2	grey	grey
TMCC3	grey	grey
TMCO1	turquoise	pink
TMCO2	grey	grey
TMCO3	turquoise	pink
TMCO4	grey	grey
TMED10	turquoise	pink
TMED2	blue	blue
TMED3	grey	grey
TMED4	turquoise	pink
TMED5	grey	grey
TMED7	turquoise	pink
TMED8	turquoise	pink
TMED9	turquoise	pink
TMEFF2	grey	grey
TMEM100	red	red
TMEM101	grey	grey
TMEM104	turquoise	pink
TMEM106A	yellow	magenta
TMEM106B	grey	grey
TMEM106C	blue	blue
TMEM107	grey	grey
TMEM108	grey	grey
TMEM109	grey	grey
TMEM11	grey	grey
TMEM114	grey	grey
TMEM115	turquoise	pink
TMEM116	grey	grey
TMEM117	grey	grey
TMEM119	green	green
TMEM120A	grey	grey
TMEM120B	brown	brown
TMEM121	grey	grey
TMEM123	grey	grey
TMEM125	blue	blue
TMEM126A	grey	grey
TMEM126B	grey	grey
TMEM127	turquoise	pink
TMEM129	brown	brown
TMEM130	red	red
TMEM131	turquoise	pink
TMEM132A	blue	blue
TMEM132B	grey	grey
TMEM132C	black	black
TMEM132D	grey	grey
TMEM132E	red	red
TMEM134	grey	grey
TMEM135	turquoise	pink
TMEM138	grey	grey
TMEM140	yellow	magenta
TMEM143	brown	brown
TMEM144	grey	grey
TMEM145	grey	grey
TMEM147	blue	blue
TMEM14A	pink	pink
TMEM14B	blue	blue
TMEM14C	blue	blue
TMEM150A	grey	grey
TMEM150B	yellow	magenta
TMEM150C	grey	grey
TMEM151A	grey	grey
TMEM154	grey	grey
TMEM155	grey	grey
TMEM156	grey	grey
TMEM158	green	green
TMEM159	grey	grey
TMEM160	grey	grey
TMEM161A	brown	brown
TMEM161B	turquoise	pink
TMEM163	blue	blue
TMEM164	turquoise	pink
TMEM165	grey	grey
TMEM167A	turquoise	pink
TMEM167B	turquoise	pink
TMEM168	turquoise	pink
TMEM169	grey	grey
TMEM17	grey	grey
TMEM170A	turquoise	pink
TMEM170B	turquoise	pink
TMEM171	grey	grey
TMEM175	brown	brown
TMEM176A	grey	grey
TMEM176B	grey	grey
TMEM177	blue	blue
TMEM178A	grey	grey
TMEM178B	grey	grey
TMEM179	grey	grey
TMEM179B	grey	grey
TMEM18	grey	grey
TMEM181	turquoise	pink
TMEM182	blue	blue
TMEM183A	blue	blue
TMEM184A	brown	brown
TMEM184B	turquoise	pink
TMEM184C	turquoise	pink
TMEM185A	pink	pink
TMEM185B	turquoise	pink
TMEM187	grey	grey
TMEM189	blue	blue
TMEM19	grey	grey
TMEM192	turquoise	pink
TMEM198	grey	grey
TMEM199	turquoise	pink
TMEM200A	green	green
TMEM200C	grey	grey
TMEM201	turquoise	pink
TMEM203	turquoise	pink
TMEM204	red	red
TMEM208	grey	grey
TMEM209	blue	blue
TMEM213	grey	grey
TMEM214	turquoise	pink
TMEM216	grey	grey
TMEM218	grey	grey
TMEM219	grey	grey
TMEM220	grey	grey
TMEM221	grey	grey
TMEM222	brown	brown
TMEM223	grey	grey
TMEM229B	yellow	magenta
TMEM230	grey	grey
TMEM231	black	black
TMEM232	black	black
TMEM234	brown	brown
TMEM237	blue	blue
TMEM238	grey	grey
TMEM241	turquoise	pink
TMEM242	grey	grey
TMEM245	turquoise	pink
TMEM248	turquoise	pink
TMEM25	turquoise	pink
TMEM252	grey	grey
TMEM254	turquoise	pink
TMEM255A	grey	grey
TMEM255B	red	red
TMEM259	brown	brown
TMEM26	yellow	magenta
TMEM263	blue	blue
TMEM30A	turquoise	pink
TMEM30B	turquoise	pink
TMEM33	turquoise	pink
TMEM37	grey	grey
TMEM38A	grey	grey
TMEM38B	blue	blue
TMEM39A	pink	pink
TMEM39B	turquoise	pink
TMEM40	grey	grey
TMEM41A	pink	pink
TMEM41B	turquoise	pink
TMEM42	grey	grey
TMEM43	turquoise	pink
TMEM44	pink	pink
TMEM45A	grey	grey
TMEM45B	grey	grey
TMEM47	green	green
TMEM50A	grey	grey
TMEM50B	grey	grey
TMEM51	grey	grey
TMEM52	grey	grey
TMEM52B	yellow	magenta
TMEM53	grey	grey
TMEM54	grey	grey
TMEM59	grey	grey
TMEM59L	grey	grey
TMEM60	grey	grey
TMEM62	turquoise	pink
TMEM63A	brown	brown
TMEM63B	turquoise	pink
TMEM63C	grey	grey
TMEM64	grey	grey
TMEM65	blue	blue
TMEM67	black	black
TMEM68	blue	blue
TMEM70	blue	blue
TMEM71	grey	grey
TMEM72	grey	grey
TMEM74	grey	grey
TMEM79	blue	blue
TMEM80	brown	brown
TMEM86A	yellow	magenta
TMEM86B	brown	brown
TMEM87A	turquoise	pink
TMEM87B	pink	pink
TMEM88	red	red
TMEM8B	brown	brown
TMEM9	grey	grey
TMEM91	brown	brown
TMEM92	grey	grey
TMEM97	turquoise	pink
TMEM99	grey	grey
TMEM9B	grey	grey
TMF1	turquoise	pink
TMIE	grey	grey
TMIGD2	magenta	magenta
TMLHE	grey	grey
TMOD1	grey	grey
TMOD2	green	green
TMOD3	turquoise	pink
TMPO	blue	blue
TMPRSS11D	grey	grey
TMPRSS11E	grey	grey
TMPRSS12	grey	grey
TMPRSS13	grey	grey
TMPRSS15	grey	grey
TMPRSS2	blue	blue
TMPRSS3	grey	grey
TMPRSS4	grey	grey
TMPRSS5	grey	grey
TMPRSS6	grey	grey
TMSB15A	grey	grey
TMSB15B	grey	grey
TMTC1	grey	grey
TMTC2	turquoise	pink
TMTC3	blue	blue
TMTC4	turquoise	pink
TMUB1	brown	brown
TMUB2	turquoise	pink
TMX1	pink	pink
TMX2	blue	blue
TMX3	turquoise	pink
TMX4	turquoise	pink
TNC	grey	grey
TNF	grey	grey
TNFAIP1	turquoise	pink
TNFAIP2	yellow	magenta
TNFAIP3	yellow	magenta
TNFAIP6	green	green
TNFAIP8	yellow	magenta
TNFAIP8L2	yellow	magenta
TNFRSF10A	turquoise	pink
TNFRSF10B	grey	grey
TNFRSF10C	grey	grey
TNFRSF10D	grey	grey
TNFRSF11A	grey	grey
TNFRSF11B	grey	grey
TNFRSF12A	grey	grey
TNFRSF13B	magenta	magenta
TNFRSF13C	magenta	magenta
TNFRSF14	magenta	magenta
TNFRSF17	magenta	magenta
TNFRSF18	grey	grey
TNFRSF19	grey	grey
TNFRSF1A	turquoise	pink
TNFRSF1B	yellow	magenta
TNFRSF21	turquoise	pink
TNFRSF25	brown	brown
TNFRSF4	magenta	magenta
TNFRSF8	magenta	magenta
TNFRSF9	magenta	magenta
TNFSF10	grey	grey
TNFSF11	grey	grey
TNFSF12	yellow	magenta
TNFSF13B	yellow	magenta
TNFSF14	grey	grey
TNFSF15	grey	grey
TNFSF18	grey	grey
TNFSF4	green	green
TNFSF8	yellow	magenta
TNFSF9	grey	grey
TNIK	grey	grey
TNIP1	grey	grey
TNIP2	turquoise	pink
TNIP3	grey	grey
TNK1	turquoise	pink
TNK2	turquoise	pink
TNKS	turquoise	pink
TNKS1BP1	turquoise	pink
TNKS2	turquoise	pink
TNMD	grey	grey
TNN	green	green
TNNC1	red	red
TNNC2	grey	grey
TNNI1	grey	grey
TNNI2	grey	grey
TNNT1	grey	grey
TNNT2	grey	grey
TNNT3	black	black
TNPO1	turquoise	pink
TNPO2	turquoise	pink
TNPO3	pink	pink
TNR	grey	grey
TNRC18	turquoise	pink
TNRC6A	turquoise	pink
TNRC6B	turquoise	pink
TNRC6C	turquoise	pink
TNS1	red	red
TNS2	red	red
TNS3	yellow	magenta
TNS4	grey	grey
TNXB	red	red
TOB1	grey	grey
TOB2	turquoise	pink
TOLLIP	turquoise	pink
TOM1	brown	brown
TOM1L1	turquoise	pink
TOM1L2	turquoise	pink
TOMM20	turquoise	pink
TOMM22	blue	blue
TOMM34	blue	blue
TONSL	blue	blue
TOP1	turquoise	pink
TOP1MT	grey	grey
TOP2A	blue	blue
TOP2B	turquoise	pink
TOP3A	turquoise	pink
TOPBP1	pink	pink
TOPORS	pink	pink
TOR1A	grey	grey
TOR1AIP1	turquoise	pink
TOR1AIP2	turquoise	pink
TOR1B	grey	grey
TOR2A	brown	brown
TOR3A	grey	grey
TOR4A	grey	grey
TOX	grey	grey
TOX2	grey	grey
TOX3	grey	grey
TOX4	turquoise	pink
TP53	grey	grey
TP53AIP1	black	black
TP53BP1	turquoise	pink
TP53BP2	turquoise	pink
TP53I11	turquoise	pink
TP53I13	brown	brown
TP53I3	grey	grey
TP53INP1	grey	grey
TP53INP2	turquoise	pink
TP53RK	grey	grey
TP63	black	black
TP73	black	black
TPBG	grey	grey
TPBGL	grey	grey
TPCN1	turquoise	pink
TPCN2	turquoise	pink
TPD52	grey	grey
TPD52L1	grey	grey
TPD52L2	grey	grey
TPGS1	grey	grey
TPGS2	turquoise	pink
TPH1	grey	grey
TPK1	yellow	magenta
TPM1	green	green
TPM2	green	green
TPM3	blue	blue
TPM4	green	green
TPMT	grey	grey
TPO	grey	grey
TPP1	yellow	magenta
TPP2	turquoise	pink
TPPP	blue	blue
TPPP3	black	black
TPR	turquoise	pink
TPRA1	grey	grey
TPRG1	grey	grey
TPRG1L	turquoise	pink
TPRN	turquoise	pink
TPRXL	grey	grey
TPSD1	grey	grey
TPSG1	grey	grey
TPST1	grey	grey
TPST2	grey	grey
TPX2	blue	blue
TRA2A	brown	brown
TRA2B	pink	pink
TRABD	brown	brown
TRABD2A	grey	grey
TRABD2B	grey	grey
TRADD	grey	grey
TRAF1	magenta	magenta
TRAF2	turquoise	pink
TRAF3	turquoise	pink
TRAF3IP1	turquoise	pink
TRAF3IP2	turquoise	pink
TRAF3IP3	magenta	magenta
TRAF4	turquoise	pink
TRAF5	brown	brown
TRAF6	turquoise	pink
TRAF7	turquoise	pink
TRAFD1	turquoise	pink
TRAIP	blue	blue
TRAK1	turquoise	pink
TRAK2	turquoise	pink
TRAM1	grey	grey
TRAM1L1	grey	grey
TRAM2	turquoise	pink
TRANK1	yellow	magenta
TRAPPC10	turquoise	pink
TRAPPC11	turquoise	pink
TRAPPC12	turquoise	pink
TRAPPC13	turquoise	pink
TRAPPC2	grey	grey
TRAPPC2L	grey	grey
TRAPPC3	grey	grey
TRAPPC3L	grey	grey
TRAPPC4	grey	grey
TRAPPC6A	grey	grey
TRAPPC8	turquoise	pink
TRAPPC9	turquoise	pink
TRAT1	magenta	magenta
TRDMT1	grey	grey
TRDN	grey	grey
TREM1	grey	grey
TREM2	yellow	magenta
TREML1	yellow	magenta
TREML2	grey	grey
TREML4	grey	grey
TRERF1	grey	grey
TREX2	brown	brown
TRH	grey	grey
TRHDE	grey	grey
TRHR	grey	grey
TRIAP1	blue	blue
TRIB1	turquoise	pink
TRIB2	grey	grey
TRIB3	blue	blue
TRIL	grey	grey
TRIM10	grey	grey
TRIM11	brown	brown
TRIM13	turquoise	pink
TRIM14	yellow	magenta
TRIM15	grey	grey
TRIM2	turquoise	pink
TRIM21	grey	grey
TRIM22	yellow	magenta
TRIM23	turquoise	pink
TRIM24	turquoise	pink
TRIM26	turquoise	pink
TRIM27	turquoise	pink
TRIM28	turquoise	pink
TRIM29	grey	grey
TRIM3	brown	brown
TRIM31	grey	grey
TRIM32	turquoise	pink
TRIM33	turquoise	pink
TRIM35	turquoise	pink
TRIM36	grey	grey
TRIM37	turquoise	pink
TRIM38	turquoise	pink
TRIM39	turquoise	pink
TRIM4	turquoise	pink
TRIM40	grey	grey
TRIM41	brown	brown
TRIM44	turquoise	pink
TRIM45	brown	brown
TRIM46	brown	brown
TRIM47	grey	grey
TRIM5	turquoise	pink
TRIM50	grey	grey
TRIM52	brown	brown
TRIM54	grey	grey
TRIM55	grey	grey
TRIM56	turquoise	pink
TRIM58	grey	grey
TRIM59	blue	blue
TRIM6	grey	grey
TRIM61	grey	grey
TRIM62	turquoise	pink
TRIM63	grey	grey
TRIM65	turquoise	pink
TRIM66	brown	brown
TRIM67	grey	grey
TRIM68	turquoise	pink
TRIM69	magenta	magenta
TRIM7	grey	grey
TRIM71	grey	grey
TRIM72	grey	grey
TRIM8	turquoise	pink
TRIM9	grey	grey
TRIO	turquoise	pink
TRIOBP	turquoise	pink
TRIP11	turquoise	pink
TRIP12	turquoise	pink
TRIP13	blue	blue
TRIP4	blue	blue
TRIP6	grey	grey
TRIQK	grey	grey
TRIT1	blue	blue
TRMT1	brown	brown
TRMT10A	blue	blue
TRMT10C	pink	pink
TRMT12	blue	blue
TRMT13	brown	brown
TRMT1L	turquoise	pink
TRMT2A	brown	brown
TRMT2B	turquoise	pink
TRMT44	turquoise	pink
TRMT5	blue	blue
TRMT6	blue	blue
TRMT61A	brown	brown
TRMU	brown	brown
TRNAU1AP	grey	grey
TRNP1	grey	grey
TRNT1	turquoise	pink
TRO	grey	grey
TROAP	blue	blue
TRPA1	grey	grey
TRPC1	grey	grey
TRPC3	grey	grey
TRPC4	red	red
TRPC4AP	turquoise	pink
TRPC6	grey	grey
TRPM1	grey	grey
TRPM2	grey	grey
TRPM3	grey	grey
TRPM4	grey	grey
TRPM6	grey	grey
TRPM7	turquoise	pink
TRPM8	grey	grey
TRPS1	grey	grey
TRPT1	brown	brown
TRPV1	brown	brown
TRPV2	yellow	magenta
TRPV3	grey	grey
TRPV4	black	black
TRPV5	grey	grey
TRPV6	grey	grey
TRRAP	turquoise	pink
TRUB1	blue	blue
TRUB2	turquoise	pink
TSACC	grey	grey
TSC1	turquoise	pink
TSC2	turquoise	pink
TSC22D1	grey	grey
TSC22D2	pink	pink
TSC22D3	blue	blue
TSC22D4	grey	grey
TSEN15	blue	blue
TSEN2	turquoise	pink
TSEN34	grey	grey
TSEN54	brown	brown
TSG101	blue	blue
TSGA10	black	black
TSGA10IP	grey	grey
TSHR	grey	grey
TSHZ1	turquoise	pink
TSHZ2	green	green
TSHZ3	green	green
TSKS	grey	grey
TSKU	grey	grey
TSLP	grey	grey
TSN	blue	blue
TSNARE1	brown	brown
TSNAX	blue	blue
TSNAXIP1	black	black
TSPAN1	black	black
TSPAN10	grey	grey
TSPAN11	grey	grey
TSPAN12	grey	grey
TSPAN13	grey	grey
TSPAN14	turquoise	pink
TSPAN15	grey	grey
TSPAN16	grey	grey
TSPAN17	turquoise	pink
TSPAN18	red	red
TSPAN2	green	green
TSPAN3	grey	grey
TSPAN31	grey	grey
TSPAN32	magenta	magenta
TSPAN33	grey	grey
TSPAN4	grey	grey
TSPAN5	grey	grey
TSPAN6	grey	grey
TSPAN7	grey	grey
TSPAN8	grey	grey
TSPAN9	green	green
TSPEAR	grey	grey
TSPO	grey	grey
TSPO2	grey	grey
TSPYL1	turquoise	pink
TSPYL2	brown	brown
TSPYL4	turquoise	pink
TSPYL5	grey	grey
TSR1	turquoise	pink
TSR2	turquoise	pink
TSR3	brown	brown
TSSC4	brown	brown
TSSK4	brown	brown
TSSK6	brown	brown
TST	grey	grey
TSTA3	grey	grey
TSTD1	grey	grey
TSTD2	turquoise	pink
TTBK1	grey	grey
TTBK2	turquoise	pink
TTC1	turquoise	pink
TTC12	black	black
TTC13	brown	brown
TTC14	brown	brown
TTC16	black	black
TTC17	turquoise	pink
TTC19	turquoise	pink
TTC21A	black	black
TTC21B	brown	brown
TTC22	grey	grey
TTC23	turquoise	pink
TTC23L	black	black
TTC25	black	black
TTC26	pink	pink
TTC27	blue	blue
TTC28	turquoise	pink
TTC29	black	black
TTC3	turquoise	pink
TTC30A	grey	grey
TTC30B	black	black
TTC31	brown	brown
TTC32	brown	brown
TTC33	turquoise	pink
TTC34	black	black
TTC37	turquoise	pink
TTC38	grey	grey
TTC39A	grey	grey
TTC39B	grey	grey
TTC39C	grey	grey
TTC5	pink	pink
TTC6	grey	grey
TTC7A	turquoise	pink
TTC7B	turquoise	pink
TTC8	turquoise	pink
TTC9	grey	grey
TTC9B	grey	grey
TTC9C	grey	grey
TTF1	turquoise	pink
TTF2	blue	blue
TTI1	turquoise	pink
TTK	blue	blue
TTL	blue	blue
TTLL10	black	black
TTLL11	turquoise	pink
TTLL12	turquoise	pink
TTLL2	grey	grey
TTLL3	brown	brown
TTLL4	turquoise	pink
TTLL5	turquoise	pink
TTLL6	black	black
TTLL7	grey	grey
TTLL9	black	black
TTN	grey	grey
TTPA	grey	grey
TTPAL	turquoise	pink
TTR	grey	grey
TTYH1	grey	grey
TTYH2	grey	grey
TTYH3	turquoise	pink
TUB	black	black
TUBA1A	grey	grey
TUBA4A	grey	grey
TUBA8	brown	brown
TUBAL3	grey	grey
TUBB1	grey	grey
TUBB2A	grey	grey
TUBB6	green	green
TUBD1	turquoise	pink
TUBG1	blue	blue
TUBG2	brown	brown
TUBGCP2	turquoise	pink
TUBGCP3	turquoise	pink
TUBGCP5	turquoise	pink
TUBGCP6	brown	brown
TUFM	grey	grey
TUFT1	turquoise	pink
TULP1	grey	grey
TULP2	grey	grey
TULP3	turquoise	pink
TULP4	turquoise	pink
TUSC1	grey	grey
TUSC2	grey	grey
TUSC3	grey	grey
TUT1	brown	brown
TVP23A	grey	grey
TVP23C	brown	brown
TWF1	blue	blue
TWF2	grey	grey
TWIST1	green	green
TWIST2	grey	grey
TWISTNB	blue	blue
TWSG1	grey	grey
TXK	grey	grey
TXLNA	turquoise	pink
TXLNB	black	black
TXLNG	turquoise	pink
TXN2	grey	grey
TXNDC11	grey	grey
TXNDC15	grey	grey
TXNDC16	grey	grey
TXNDC17	grey	grey
TXNDC2	grey	grey
TXNDC9	blue	blue
TXNIP	grey	grey
TXNL1	grey	grey
TXNL4A	grey	grey
TXNL4B	grey	grey
TXNRD1	blue	blue
TXNRD2	brown	brown
TYK2	brown	brown
TYMP	grey	grey
TYRO3	turquoise	pink
TYROBP	yellow	magenta
TYRP1	grey	grey
TYSND1	grey	grey
TYW3	turquoise	pink
TYW5	brown	brown
U2AF2	turquoise	pink
U2SURP	pink	pink
UACA	green	green
UAP1	turquoise	pink
UAP1L1	grey	grey
UBA1	turquoise	pink
UBA2	blue	blue
UBA3	pink	pink
UBA5	pink	pink
UBA6	blue	blue
UBA7	yellow	magenta
UBAC1	blue	blue
UBAC2	grey	grey
UBALD1	brown	brown
UBALD2	grey	grey
UBAP1	grey	grey
UBAP1L	brown	brown
UBAP2	turquoise	pink
UBAP2L	turquoise	pink
UBASH3A	magenta	magenta
UBASH3B	yellow	magenta
UBC	turquoise	pink
UBE2A	blue	blue
UBE2B	turquoise	pink
UBE2D1	blue	blue
UBE2D2	turquoise	pink
UBE2D3	pink	pink
UBE2D4	grey	grey
UBE2E1	pink	pink
UBE2E2	grey	grey
UBE2E3	blue	blue
UBE2F	blue	blue
UBE2G1	turquoise	pink
UBE2G2	brown	brown
UBE2H	turquoise	pink
UBE2I	brown	brown
UBE2J1	grey	grey
UBE2J2	grey	grey
UBE2K	turquoise	pink
UBE2L3	blue	blue
UBE2L6	magenta	magenta
UBE2N	blue	blue
UBE2O	turquoise	pink
UBE2Q1	turquoise	pink
UBE2Q2	grey	grey
UBE2QL1	grey	grey
UBE2R2	pink	pink
UBE2S	blue	blue
UBE2T	blue	blue
UBE2U	grey	grey
UBE2V2	blue	blue
UBE2W	blue	blue
UBE2Z	turquoise	pink
UBE3A	turquoise	pink
UBE3B	turquoise	pink
UBE3C	pink	pink
UBE3D	grey	grey
UBE4B	turquoise	pink
UBFD1	turquoise	pink
UBIAD1	turquoise	pink
UBL3	turquoise	pink
UBL4A	blue	blue
UBL7	turquoise	pink
UBLCP1	turquoise	pink
UBN1	turquoise	pink
UBN2	turquoise	pink
UBOX5	turquoise	pink
UBP1	turquoise	pink
UBQLN1	pink	pink
UBQLN2	turquoise	pink
UBQLN4	turquoise	pink
UBQLNL	brown	brown
UBR1	turquoise	pink
UBR2	turquoise	pink
UBR3	turquoise	pink
UBR4	turquoise	pink
UBR7	pink	pink
UBTD1	blue	blue
UBTD2	turquoise	pink
UBTF	turquoise	pink
UBXN1	turquoise	pink
UBXN10	black	black
UBXN11	brown	brown
UBXN2A	blue	blue
UBXN2B	turquoise	pink
UBXN4	turquoise	pink
UBXN6	brown	brown
UBXN7	pink	pink
UBXN8	grey	grey
UCHL1	grey	grey
UCHL5	turquoise	pink
UCK1	turquoise	pink
UCK2	blue	blue
UCKL1	brown	brown
UCN	brown	brown
UCN3	grey	grey
UCP1	grey	grey
UCP2	grey	grey
UCP3	brown	brown
UEVLD	turquoise	pink
UFL1	turquoise	pink
UFM1	brown	brown
UFSP1	grey	grey
UFSP2	turquoise	pink
UGCG	grey	grey
UGDH	grey	grey
UGGT1	turquoise	pink
UGGT2	turquoise	pink
UGP2	blue	blue
UGT2B15	grey	grey
UGT2B17	grey	grey
UGT2B4	grey	grey
UGT8	grey	grey
UHMK1	turquoise	pink
UHRF1	blue	blue
UHRF1BP1	turquoise	pink
UHRF1BP1L	pink	pink
UHRF2	turquoise	pink
UIMC1	turquoise	pink
ULBP3	turquoise	pink
ULK1	turquoise	pink
ULK2	turquoise	pink
ULK4	black	black
UMODL1	grey	grey
UMPS	pink	pink
UNC119	grey	grey
UNC119B	turquoise	pink
UNC13A	grey	grey
UNC13B	turquoise	pink
UNC13C	grey	grey
UNC13D	grey	grey
UNC45A	turquoise	pink
UNC45B	red	red
UNC50	blue	blue
UNC5A	grey	grey
UNC5B	green	green
UNC5C	green	green
UNC5CL	grey	grey
UNC5D	grey	grey
UNC79	grey	grey
UNC80	grey	grey
UNC93A	grey	grey
UNG	blue	blue
UNK	turquoise	pink
UNKL	turquoise	pink
UPB1	grey	grey
UPF1	turquoise	pink
UPF2	turquoise	pink
UPF3A	turquoise	pink
UPF3B	turquoise	pink
UPK1A	grey	grey
UPK1B	grey	grey
UPK2	grey	grey
UPK3A	grey	grey
UPK3B	grey	grey
UPP1	grey	grey
UPP2	grey	grey
UPRT	turquoise	pink
UQCC1	grey	grey
UQCC2	grey	grey
UQCR10	grey	grey
UQCR11	grey	grey
UQCRB	grey	grey
UQCRC1	grey	grey
UQCRC2	grey	grey
UQCRQ	turquoise	pink
URB1	turquoise	pink
URB2	turquoise	pink
URGCP	turquoise	pink
URI1	grey	grey
URM1	turquoise	pink
UROC1	grey	grey
UROD	grey	grey
UROS	grey	grey
USB1	turquoise	pink
USE1	grey	grey
USF1	turquoise	pink
USF2	turquoise	pink
USH1C	grey	grey
USH1G	grey	grey
USH2A	grey	grey
USO1	turquoise	pink
USP1	blue	blue
USP11	turquoise	pink
USP12	turquoise	pink
USP13	pink	pink
USP14	turquoise	pink
USP15	pink	pink
USP16	turquoise	pink
USP18	blue	blue
